"   ";"PAY";"CNT";"PAY_DATE"
"1210";"50608667,58";"87571";"24.04.2015"
"1211";"37733971,12";"64821";"25.04.2015"
"1212";"7831899,02";"12943";"26.04.2015"
"1213";"48300317,29";"80288";"27.04.2015"
"1214";"43077055,77";"69124";"28.04.2015"
"1215";"44669944,06";"69582";"29.04.2015"
"1216";"52043432,7";"74835";"30.04.2015"
"1217";"4031045,37";"4637";"01.05.2015"
"1218";"2861300,01";"3458";"02.05.2015"
"1219";"3078412,91";"3834";"03.05.2015"
"1220";"9519329,39";"11803";"04.05.2015"
"1221";"26943467,87";"32569";"05.05.2015"
"1222";"22333827,34";"26245";"06.05.2015"
"1223";"20181343,06";"23368";"07.05.2015"
"1224";"18705446,62";"21678";"08.05.2015"
"1225";"1058324,62";"1309";"09.05.2015"
"1226";"2342072,73";"2872";"10.05.2015"
"1227";"7031498,56";"8338";"11.05.2015"
"1228";"22068581,88";"25591";"12.05.2015"
"1229";"22335063,33";"28883";"13.05.2015"
"1230";"27952560,21";"41353";"14.05.2015"
"1231";"38352052,91";"65695";"15.05.2015"
"1232";"33761744,33";"61416";"16.05.2015"
"1233";"9181602,54";"15923";"17.05.2015"
"1234";"57974332,5";"110475";"18.05.2015"
"1235";"60304966,06";"113853";"19.05.2015"
"1236";"62460957,03";"114713";"20.05.2015"
"1237";"57101657,19";"101857";"21.05.2015"
"1238";"54313872,93";"97295";"22.05.2015"
"1239";"38642384,91";"69226";"23.05.2015"
"1240";"8937429,45";"15821";"24.05.2015"
"1241";"55842672,29";"99240";"25.05.2015"
"1242";"47788412,52";"80434";"26.05.2015"
"1243";"43490194,29";"71314";"27.05.2015"
"1244";"42044746,47";"67056";"28.05.2015"
"1245";"44161214,46";"68702";"29.05.2015"
"1246";"30666826,77";"49185";"30.05.2015"
"1247";"9300503,08";"14200";"31.05.2015"
"1248";"29229959,92";"37843";"01.06.2015"
"1249";"23262919,22";"28430";"02.06.2015"
"1250";"20051984,27";"23341";"03.06.2015"
"1251";"18305542,64";"21631";"04.06.2015"
"1252";"18407651,42";"21297";"05.06.2015"
"1253";"11693390,88";"13997";"06.06.2015"
"1254";"2683443,2";"3357";"07.06.2015"
"1255";"17067117,18";"20357";"08.06.2015"
"1256";"17859465,3";"20370";"09.06.2015"
"1257";"18082628,67";"21742";"10.06.2015"
"1258";"20453213,45";"25770";"11.06.2015"
"1259";"3551029,98";"4720";"12.06.2015"
"1260";"10181429,7";"17026";"13.06.2015"
"1261";"4194103,87";"6587";"14.06.2015"
"1262";"39244016,33";"67439";"15.06.2015"
"1263";"47573894,39";"88204";"16.06.2015"
"1264";"53214381,8";"100255";"17.06.2015"
"1265";"53650965,73";"102445";"18.06.2015"
"1266";"52488422,41";"101057";"19.06.2015"
"1267";"39458219,05";"74471";"20.06.2015"
"1268";"8376335,65";"15319";"21.06.2015"
"1269";"54387835,9";"102031";"22.06.2015"
"1270";"51658108,08";"94179";"23.06.2015"
"1271";"48298592,58";"87917";"24.06.2015"
"1272";"47044700,82";"81478";"25.06.2015"
"1273";"39595447,89";"66826";"26.06.2015"
"1274";"28264760,38";"49011";"27.06.2015"
"1275";"6001463,6";"10053";"28.06.2015"
"1276";"49748849,22";"82977";"29.06.2015"
"1277";"53777587,96";"79289";"30.06.2015"
"1278";"33083116,05";"39943";"01.07.2015"
"1279";"25621585,27";"29946";"02.07.2015"
"1280";"20273899,51";"24196";"03.07.2015"
"1281";"12499042,62";"15658";"04.07.2015"
"1282";"3514009,91";"4620";"05.07.2015"
"1283";"20600589,06";"24026";"06.07.2015"
"1284";"16168227,29";"18406";"07.07.2015"
"1285";"18659786,33";"20632";"08.07.2015"
"1286";"17190548,83";"19846";"09.07.2015"
"1287";"16590006,58";"19884";"10.07.2015"
"1288";"12384387,46";"15930";"11.07.2015"
"1289";"3243558,09";"4271";"12.07.2015"
"1290";"20071009,48";"28316";"13.07.2015"
"1291";"26987319,14";"42735";"14.07.2015"
"1292";"34627614,55";"62573";"15.07.2015"
"1293";"40636254,88";"77887";"16.07.2015"
"1294";"39380129,64";"78124";"17.07.2015"
"1295";"35123255,25";"71459";"18.07.2015"
"1296";"7573902,41";"13923";"19.07.2015"
"1297";"53764904,69";"111625";"20.07.2015"
"1298";"53123350,97";"105875";"21.07.2015"
"1299";"45487818,9";"89446";"22.07.2015"
"1300";"44061554,52";"84905";"23.07.2015"
"1301";"41583389,26";"79857";"24.07.2015"
"1302";"28132592,19";"54984";"25.07.2015"
"1303";"5370345,38";"9788";"26.07.2015"
"1304";"40643537,01";"75625";"27.07.2015"
"1305";"37350905,85";"66785";"28.07.2015"
"1306";"32574139,29";"57321";"29.07.2015"
"1307";"31444589,16";"54866";"30.07.2015"
"1308";"32250036,4";"52714";"31.07.2015"
"1309";"16975449,5";"23591";"01.08.2015"
"1310";"4092728,57";"5838";"02.08.2015"
"1311";"22821708,76";"29656";"03.08.2015"
"1312";"18896094,62";"24327";"04.08.2015"
"1313";"17415155,92";"21118";"05.08.2015"
"1314";"16140070,13";"19482";"06.08.2015"
"1315";"15158364,91";"18550";"07.08.2015"
"1316";"10002437,33";"12989";"08.08.2015"
"1317";"2753244,45";"3808";"09.08.2015"
"1318";"18880414,86";"25489";"10.08.2015"
"1319";"20014055,76";"26705";"11.08.2015"
"1320";"21301443,2";"33548";"12.08.2015"
"1321";"25563429,3";"44490";"13.08.2015"
"1322";"30836775,62";"57280";"14.08.2015"
"1323";"24891662,79";"48155";"15.08.2015"
"1324";"6174917,39";"10860";"16.08.2015"
"1325";"48353405";"97717";"17.08.2015"
"1326";"47860442,11";"96481";"18.08.2015"
"1327";"46887789,59";"93963";"19.08.2015"
"1328";"47153944,46";"93863";"20.08.2015"
"1329";"41756279,18";"80833";"21.08.2015"
"1330";"28351810,92";"55993";"22.08.2015"
"1331";"6481234,85";"11902";"23.08.2015"
"1332";"46420224,58";"94283";"24.08.2015"
"1333";"46307274,03";"88387";"25.08.2015"
"1334";"37653156,02";"68571";"26.08.2015"
"1335";"35390565,79";"64064";"27.08.2015"
"1336";"29855477,82";"52447";"28.08.2015"
"1337";"28286856,6";"51123";"29.08.2015"
"1338";"6576177,37";"11306";"30.08.2015"
"1339";"44691987,22";"76846";"31.08.2015"
"1340";"25756161,93";"34862";"01.09.2015"
"1341";"21845636,9";"27784";"02.09.2015"
"1342";"18291211,94";"22314";"03.09.2015"
"1343";"17308850,37";"20455";"04.09.2015"
"1344";"12621037,59";"15631";"05.09.2015"
"1345";"2992192,27";"3580";"06.09.2015"
"1346";"18005140,48";"21591";"07.09.2015"
"1347";"16772347,65";"19648";"08.09.2015"
"1348";"17491504,82";"20885";"09.09.2015"
"1349";"18103498,6";"21924";"10.09.2015"
"1350";"17424456,3";"23984";"11.09.2015"
"1351";"13806193,56";"20138";"12.09.2015"
"1352";"3549129,55";"5356";"13.09.2015"
"1353";"29852829,14";"50133";"14.09.2015"
"1354";"36448520,65";"66765";"15.09.2015"
"1355";"37526058,19";"71383";"16.09.2015"
"1356";"45641777,49";"89455";"17.09.2015"
"1357";"46653591,9";"92623";"18.09.2015"
"1358";"38723431,49";"76215";"19.09.2015"
"1359";"9561809,92";"18249";"20.09.2015"
"1360";"50361984,21";"102594";"21.09.2015"
"1361";"49842214,34";"98537";"22.09.2015"
"1362";"46026238,33";"87883";"23.09.2015"
"1363";"43315364,51";"82654";"24.09.2015"
"1364";"41297246,18";"75547";"25.09.2015"
"1365";"28426039,97";"51585";"26.09.2015"
"1366";"6501196,85";"11525";"27.09.2015"
"1367";"42504612,4";"78431";"28.09.2015"
"1368";"45603546,06";"80447";"29.09.2015"
"1369";"45666433,22";"74961";"30.09.2015"
"1370";"26285607,3";"32834";"01.10.2015"
"1371";"23402052,02";"27796";"02.10.2015"
"1372";"15861186,52";"19856";"03.10.2015"
"1373";"4151828,98";"5182";"04.10.2015"
"1374";"22435894,23";"26020";"05.10.2015"
"1375";"19730613,23";"23103";"06.10.2015"
"1376";"17966876,48";"20649";"07.10.2015"
"1377";"16797045,34";"18965";"08.10.2015"
"1378";"17757386,07";"20620";"09.10.2015"
"1379";"16380537,5";"19970";"10.10.2015"
"1380";"5258333,56";"6385";"11.10.2015"
"1381";"20335456,91";"24142";"12.10.2015"
"1382";"20377136,11";"25571";"13.10.2015"
"1383";"24312523,59";"36193";"14.10.2015"
"1384";"33268600,06";"55617";"15.10.2015"
"1385";"39628919,48";"71693";"16.10.2015"
"1386";"37007173,61";"66582";"17.10.2015"
"1387";"10172534,65";"17481";"18.10.2015"
"1388";"58705936,44";"115137";"19.10.2015"
"1389";"62088142,92";"117672";"20.10.2015"
"1390";"57968870,16";"106510";"21.10.2015"
"1391";"51526290,88";"92661";"22.10.2015"
"1392";"47409056,11";"84782";"23.10.2015"
"1393";"44264126,08";"78814";"24.10.2015"
"1394";"11759946,67";"20503";"25.10.2015"
"1395";"51104553,38";"87937";"26.10.2015"
"1396";"43437856,21";"73216";"27.10.2015"
"1397";"40841041,16";"68591";"28.10.2015"
"1398";"37191148,42";"60139";"29.10.2015"
"1399";"40430641,46";"63718";"30.10.2015"
"1400";"30809053,85";"47406";"31.10.2015"
"1401";"6817887,31";"8656";"01.11.2015"
"1402";"26441690,57";"32091";"02.11.2015"
"1403";"23092525,42";"26664";"03.11.2015"
"1404";"4470282,11";"5215";"04.11.2015"
"1405";"22594087,89";"25117";"05.11.2015"
"1406";"19761976,39";"21841";"06.11.2015"
"1407";"14395787,04";"16259";"07.11.2015"
"1408";"4122405,04";"4823";"08.11.2015"
"1409";"22553382,27";"24994";"09.11.2015"
"1410";"21416191,71";"23602";"10.11.2015"
"1411";"21920282,4";"23883";"11.11.2015"
"1412";"23847535,31";"29982";"12.11.2015"
"1413";"27288324,41";"36670";"13.11.2015"
"1414";"22620479,83";"29970";"14.11.2015"
"1415";"7460180,11";"10351";"15.11.2015"
"1416";"38755454,08";"59000";"16.11.2015"
"1417";"45116143,4";"72071";"17.11.2015"
"1418";"52180298,73";"85137";"18.11.2015"
"1419";"56946829,66";"95271";"19.11.2015"
"1420";"61186396,73";"103185";"20.11.2015"
"1421";"49885265,59";"82818";"21.11.2015"
"1422";"11833984,34";"19065";"22.11.2015"
"1423";"67259563,99";"113257";"23.11.2015"
"1424";"66141551,42";"108592";"24.11.2015"
"1425";"59610403,87";"95068";"25.11.2015"
"1426";"50640105,52";"78953";"26.11.2015"
"1427";"48097746,12";"73632";"27.11.2015"
"1428";"45687961,19";"69620";"28.11.2015"
"1429";"12672899,87";"18874";"29.11.2015"
"1430";"67746524,99";"97308";"30.11.2015"
"1431";"34330342,79";"41147";"01.12.2015"
"1432";"28391286,01";"31790";"02.12.2015"
"1433";"21581850,84";"23335";"03.12.2015"
"1434";"21973088,28";"23501";"04.12.2015"
"1435";"18110541,97";"19900";"05.12.2015"
"1436";"5169217,01";"5553";"06.12.2015"
"1437";"22223670,71";"23514";"07.12.2015"
"1438";"20676396,44";"21576";"08.12.2015"
"1439";"19335326,9";"20412";"09.12.2015"
"1440";"24454886,38";"25977";"10.12.2015"
"1441";"27911399,3";"32999";"11.12.2015"
"1442";"22988960,94";"29440";"12.12.2015"
"1443";"6851553,42";"8636";"13.12.2015"
"1444";"40168947,59";"54706";"14.12.2015"
"1445";"50791083,69";"73385";"15.12.2015"
"1446";"56275200,44";"83237";"16.12.2015"
"1447";"61832907,41";"92059";"17.12.2015"
"1448";"67493904,79";"104134";"18.12.2015"
"1449";"60314608,02";"92729";"19.12.2015"
"1450";"23138466,59";"35051";"20.12.2015"
"1451";"78403137,7";"117017";"21.12.2015"
"1452";"73461393,51";"106756";"22.12.2015"
"1453";"67355263,62";"97693";"23.12.2015"
"1454";"66193164,4";"93007";"24.12.2015"
"1455";"63474097,89";"86958";"25.12.2015"
"1456";"51117948,58";"67612";"26.12.2015"
"1457";"18147561,95";"24597";"27.12.2015"
"1458";"62822128,89";"83667";"28.12.2015"
"1459";"59561289,75";"74402";"29.12.2015"
"1460";"62100531,26";"72507";"30.12.2015"
"1461";"14466195,3";"17113";"31.12.2015"
"1462";"1834691,4";"2207";"01.01.2016"
"1463";"2700173,23";"3169";"02.01.2016"
"1464";"2366557,17";"2623";"03.01.2016"
"1465";"3803522,06";"4256";"04.01.2016"
"1466";"3673186,35";"4591";"05.01.2016"
"1467";"2937927,21";"3440";"06.01.2016"
"1468";"2748953,85";"3311";"07.01.2016"
"1469";"3142980,83";"3662";"08.01.2016"
"1470";"19222703";"21573";"09.01.2016"
"1471";"5764167,4";"6791";"10.01.2016"
"1472";"31064855,52";"31589";"11.01.2016"
"1473";"26714310,44";"28831";"12.01.2016"
"1474";"30848033,4";"37839";"13.01.2016"
"1475";"37315954,1";"50437";"14.01.2016"
"1476";"50302402,35";"75623";"15.01.2016"
"1477";"47842597,83";"74240";"16.01.2016"
"1478";"13749640,78";"20676";"17.01.2016"
"1479";"70860027,82";"113548";"18.01.2016"
"1480";"70654310,56";"113120";"19.01.2016"
"1481";"74561098,91";"116911";"20.01.2016"
"1482";"67888390,03";"105114";"21.01.2016"
"1483";"61810398,54";"95128";"22.01.2016"
"1484";"52661453,67";"81241";"23.01.2016"
"1485";"14295309,15";"21771";"24.01.2016"
"1486";"67077530,37";"100328";"25.01.2016"
"1487";"53585900,82";"76348";"26.01.2016"
"1488";"46829249,93";"65993";"27.01.2016"
"1489";"44742164,5";"62221";"28.01.2016"
"1490";"49053156,19";"66842";"29.01.2016"
"1491";"46192844,51";"63634";"30.01.2016"
"1492";"13106872,64";"17643";"31.01.2016"
"1493";"34081989,69";"37073";"01.02.2016"
"1494";"25186227,69";"25334";"02.02.2016"
"1495";"23213404,26";"22735";"03.02.2016"
"1496";"19711905,68";"18873";"04.02.2016"
"1497";"19535593,58";"19303";"05.02.2016"
"1498";"16469765,74";"16254";"06.02.2016"
"1499";"4946316,74";"5149";"07.02.2016"
"1500";"20963824,08";"20546";"08.02.2016"
"1501";"20715755,88";"20370";"09.02.2016"
"1502";"21700583,43";"22308";"10.02.2016"
"1503";"24272733,71";"26720";"11.02.2016"
"1504";"31095005,75";"40483";"12.02.2016"
"1505";"35793822,83";"48819";"13.02.2016"
"1506";"11788850,52";"15561";"14.02.2016"
"1507";"64322983,34";"94184";"15.02.2016"
"1508";"70432422,34";"102162";"16.02.2016"
"1509";"69570138,56";"101178";"17.02.2016"
"1510";"70676647,16";"101958";"18.02.2016"
"1511";"71085010,29";"102329";"19.02.2016"
"1512";"70837567,14";"102075";"20.02.2016"
"1513";"16458964,32";"23000";"21.02.2016"
"1514";"26845953,73";"37819";"22.02.2016"
"1515";"8670933,26";"11554";"23.02.2016"
"1516";"81158798,04";"114862";"24.02.2016"
"1517";"77593305,07";"105837";"25.02.2016"
"1518";"68353584,2";"90805";"26.02.2016"
"1519";"56701633,2";"75729";"27.02.2016"
"1520";"15932268,16";"20994";"28.02.2016"
"1521";"78369364,84";"98355";"29.02.2016"
"1522";"37763894,04";"41392";"01.03.2016"
"1523";"27006229,94";"28407";"02.03.2016"
"1524";"21198518,99";"21908";"03.03.2016"
"1525";"22185057,93";"22870";"04.03.2016"
"1526";"17031588,39";"18772";"05.03.2016"
"1527";"4500453,51";"4919";"06.03.2016"
"1528";"6161005,94";"6754";"07.03.2016"
"1529";"3026173,37";"3309";"08.03.2016"
"1530";"22805721,52";"24440";"09.03.2016"
"1531";"23545421,63";"25032";"10.03.2016"
"1532";"22482084,63";"23052";"11.03.2016"
"1533";"20896963,67";"24977";"12.03.2016"
"1534";"7670721,8";"9705";"13.03.2016"
"1535";"39118100,15";"54633";"14.03.2016"
"1536";"54217548,94";"81125";"15.03.2016"
"1537";"62758147,24";"98880";"16.03.2016"
"1538";"64336972,42";"103288";"17.03.2016"
"1539";"67340901,87";"109014";"18.03.2016"
"1540";"57915802,35";"92579";"19.03.2016"
"1541";"17698998,21";"26840";"20.03.2016"
"1542";"68525151,77";"107724";"21.03.2016"
"1543";"64319025,27";"98316";"22.03.2016"
"1544";"57490996,83";"86923";"23.03.2016"
"1545";"54781850,8";"82580";"24.03.2016"
"1546";"52077450,63";"75919";"25.03.2016"
"1547";"37857024,99";"55368";"26.03.2016"
"1548";"10923238,66";"15751";"27.03.2016"
"1549";"50053105,48";"71039";"28.03.2016"
"1550";"44050318,2";"60883";"29.03.2016"
"1551";"45554139,71";"59716";"30.03.2016"
"1552";"45290976,86";"55689";"31.03.2016"
"1553";"26716061,59";"27069";"01.04.2016"
"1554";"19307891,46";"20200";"02.04.2016"
"1555";"6011181,32";"6446";"03.04.2016"
"1556";"24994207,09";"25064";"04.04.2016"
"1557";"21865805,17";"21303";"05.04.2016"
"1558";"21399329,82";"19993";"06.04.2016"
"1559";"19058360,87";"18775";"07.04.2016"
"1560";"18956764,27";"19066";"08.04.2016"
"1561";"16249335,65";"16979";"09.04.2016"
"1562";"5681163,54";"6239";"10.04.2016"
"1563";"20958133,45";"21164";"11.04.2016"
"1564";"20154092,62";"21644";"12.04.2016"
"1565";"25535936,03";"33063";"13.04.2016"
"1566";"32911245,71";"46954";"14.04.2016"
"1567";"53323882,77";"87668";"15.04.2016"
"1568";"48999657,37";"80494";"16.04.2016"
"1569";"14314176,25";"21894";"17.04.2016"
"1570";"68182906,05";"114130";"18.04.2016"
"1571";"64271175,2";"104309";"19.04.2016"
"1572";"66155417,93";"106873";"20.04.2016"
"1573";"59925205,36";"95217";"21.04.2016"
"1574";"57010512,79";"91392";"22.04.2016"
"1575";"49021228,7";"79234";"23.04.2016"
"1576";"14822938";"23425";"24.04.2016"
"1577";"66622737,66";"105892";"25.04.2016"
"1578";"53440360,38";"80032";"26.04.2016"
"1579";"48181210,56";"69836";"27.04.2016"
"1580";"48315507,17";"68299";"28.04.2016"
"1581";"51429620,12";"71007";"29.04.2016"
"1582";"37866514,71";"53516";"30.04.2016"
"1583";"4184551,8";"4996";"01.05.2016"
"1584";"3956854,5";"4744";"02.05.2016"
"1585";"5229189,45";"6368";"03.05.2016"
"1586";"29871928,25";"33704";"04.05.2016"
"1587";"24934535,05";"28051";"05.05.2016"
"1588";"23257185,9";"25145";"06.05.2016"
"1589";"11441303,06";"13149";"07.05.2016"
"1590";"3104691,69";"3667";"08.05.2016"
"1591";"2890429,07";"3491";"09.05.2016"
"1592";"23063764,08";"25782";"10.05.2016"
"1593";"22950431,96";"24661";"11.05.2016"
"1594";"23352247,24";"28065";"12.05.2016"
"1595";"26062587,38";"34672";"13.05.2016"
"1596";"19793548,64";"28789";"14.05.2016"
"1597";"7749457,82";"11071";"15.05.2016"
"1598";"41887628,47";"65229";"16.05.2016"
"1599";"51938897,49";"86005";"17.05.2016"
"1600";"61404686,49";"103639";"18.05.2016"
"1601";"63172423,08";"108539";"19.05.2016"
"1602";"65615732,4";"112165";"20.05.2016"
"1603";"47751935,25";"80678";"21.05.2016"
"1604";"14066515,27";"23196";"22.05.2016"
"1605";"68491252,1";"115871";"23.05.2016"
"1606";"64213429,23";"106489";"24.05.2016"
"1607";"60485232,94";"95480";"25.05.2016"
"1608";"50755231,21";"77126";"26.05.2016"
"1609";"45388743,62";"67587";"27.05.2016"
"1610";"31278626,19";"48656";"28.05.2016"
"1611";"9398486,16";"14054";"29.05.2016"
"1612";"50754613,03";"77274";"30.05.2016"
"1613";"47340967,17";"67250";"31.05.2016"
"1614";"27473046,79";"32114";"01.06.2016"
"1615";"20962478,72";"24017";"02.06.2016"
"1616";"20159286,36";"22185";"03.06.2016"
"1617";"13513559,54";"15688";"04.06.2016"
"1618";"5263330,54";"5975";"05.06.2016"
"1619";"21492646,93";"23726";"06.06.2016"
"1620";"20319967,7";"22167";"07.06.2016"
"1621";"16568919,07";"18069";"08.06.2016"
"1622";"18509031,63";"21058";"09.06.2016"
"1623";"22531122,5";"27130";"10.06.2016"
"1624";"15846650,32";"20329";"11.06.2016"
"1625";"4515848,58";"5798";"12.06.2016"
"1626";"9159287,88";"13312";"13.06.2016"
"1627";"36863952,81";"58812";"14.06.2016"
"1628";"45639312,44";"78377";"15.06.2016"
"1629";"50135096,98";"88941";"16.06.2016"
"1630";"54395912,1";"99985";"17.06.2016"
"1631";"40931862,88";"74121";"18.06.2016"
"1632";"10918381,65";"18123";"19.06.2016"
"1633";"61566550,58";"115774";"20.06.2016"
"1634";"58054226,12";"103328";"21.06.2016"
"1635";"55997104,35";"98552";"22.06.2016"
"1636";"51391998,41";"88673";"23.06.2016"
"1637";"47909941,94";"83599";"24.06.2016"
"1638";"34122025,57";"59611";"25.06.2016"
"1639";"8262828,45";"13540";"26.06.2016"
"1640";"46174060,78";"76672";"27.06.2016"
"1641";"42735462,55";"67909";"28.06.2016"
"1642";"46848502,89";"72555";"29.06.2016"
"1643";"50410630,91";"72777";"30.06.2016"
"1644";"27641369,52";"34293";"01.07.2016"
"1645";"15993908,49";"20041";"02.07.2016"
"1646";"4993047,35";"6669";"03.07.2016"
"1647";"21021670,32";"25737";"04.07.2016"
"1648";"19253856,85";"21946";"05.07.2016"
"1649";"19644539,96";"22156";"06.07.2016"
"1650";"18945867,59";"21626";"07.07.2016"
"1651";"18713774,3";"22214";"08.07.2016"
"1652";"14234066,22";"16945";"09.07.2016"
"1653";"4758041,81";"6161";"10.07.2016"
"1654";"18080080,35";"21611";"11.07.2016"
"1655";"15612669,22";"18653";"12.07.2016"
"1656";"19155006,61";"26716";"13.07.2016"
"1657";"31431100,3";"55162";"14.07.2016"
"1658";"37408942,77";"70375";"15.07.2016"
"1659";"35846323,92";"70064";"16.07.2016"
"1660";"9615779";"17276";"17.07.2016"
"1661";"50937987,9";"102126";"18.07.2016"
"1662";"49162841,49";"95162";"19.07.2016"
"1663";"48754775,27";"92927";"20.07.2016"
"1664";"52556753,05";"98956";"21.07.2016"
"1665";"49632811,73";"92128";"22.07.2016"
"1666";"35700763,58";"67674";"23.07.2016"
"1667";"9735020,81";"18123";"24.07.2016"
"1668";"51032037,1";"95345";"25.07.2016"
"1669";"42024135,3";"73403";"26.07.2016"
"1670";"33615424,39";"57020";"27.07.2016"
"1671";"37699686,52";"63818";"28.07.2016"
"1672";"36712143,23";"61504";"29.07.2016"
"1673";"28056433,34";"47288";"30.07.2016"
"1674";"9752163,26";"15888";"31.07.2016"
"1675";"29011675,76";"39712";"01.08.2016"
"1676";"24556679,44";"31960";"02.08.2016"
"1677";"20466476,6";"25422";"03.08.2016"
"1678";"17143677,64";"21393";"04.08.2016"
"1679";"16291181,26";"20846";"05.08.2016"
"1680";"11291804,97";"13982";"06.08.2016"
"1681";"4211765,7";"5401";"07.08.2016"
"1682";"19617358,8";"24355";"08.08.2016"
"1683";"16983373,95";"21026";"09.08.2016"
"1684";"17997968,08";"22920";"10.08.2016"
"1685";"17364020,1";"21276";"11.08.2016"
"1686";"22105009,53";"32033";"12.08.2016"
"1687";"20842429,42";"34236";"13.08.2016"
"1688";"7914764,15";"12396";"14.08.2016"
"1689";"44239029,61";"80538";"15.08.2016"
"1690";"46043281,3";"83821";"16.08.2016"
"1691";"51176805,41";"95294";"17.08.2016"
"1692";"49531233,07";"93440";"18.08.2016"
"1693";"46202608,24";"86857";"19.08.2016"
"1694";"34440006,45";"64389";"20.08.2016"
"1695";"8799103,88";"15549";"21.08.2016"
"1696";"51179621,57";"96878";"22.08.2016"
"1697";"43064171,23";"79216";"23.08.2016"
"1698";"50797388,03";"92496";"24.08.2016"
"1699";"44795220,28";"79556";"25.08.2016"
"1700";"36508058,99";"61663";"26.08.2016"
"1701";"25574843,03";"44044";"27.08.2016"
"1702";"8561049,19";"14433";"28.08.2016"
"1703";"36719126,52";"61667";"29.08.2016"
"1704";"44955487,32";"73242";"30.08.2016"
"1705";"43550732,11";"67720";"31.08.2016"
"1706";"24701954,55";"30638";"01.09.2016"
"1707";"20939505,63";"24916";"02.09.2016"
"1708";"14187537,77";"18097";"03.09.2016"
"1709";"5273721,33";"6501";"04.09.2016"
"1710";"23381006,07";"27837";"05.09.2016"
"1711";"19955405,9";"23391";"06.09.2016"
"1712";"17828431,29";"20164";"07.09.2016"
"1713";"17129369,87";"19339";"08.09.2016"
"1714";"17948344,19";"21345";"09.09.2016"
"1715";"13831458,05";"17230";"10.09.2016"
"1716";"4729916,12";"5807";"11.09.2016"
"1717";"19435336,09";"24439";"12.09.2016"
"1718";"19614270,82";"26577";"13.09.2016"
"1719";"22959436,31";"35094";"14.09.2016"
"1720";"35582920,81";"59634";"15.09.2016"
"1721";"43915508,39";"76902";"16.09.2016"
"1722";"36924758";"65976";"17.09.2016"
"1723";"11577371,1";"18931";"18.09.2016"
"1724";"58270595,1";"108739";"19.09.2016"
"1725";"59752450,57";"107379";"20.09.2016"
"1726";"55002921,35";"97812";"21.09.2016"
"1727";"55820579,31";"98158";"22.09.2016"
"1728";"50249462,97";"88309";"23.09.2016"
"1729";"43654351,02";"76722";"24.09.2016"
"1730";"13896383,36";"23632";"25.09.2016"
"1731";"52315000,73";"89008";"26.09.2016"
"1732";"44666784,17";"73858";"27.09.2016"
"1733";"42042270,09";"67685";"28.09.2016"
"1734";"42549765,66";"67477";"29.09.2016"
"1735";"47050561,41";"71333";"30.09.2016"
"1736";"22035882,68";"28648";"01.10.2016"
"1737";"7825738,56";"10138";"02.10.2016"
"1738";"27302604,84";"33226";"03.10.2016"
"1739";"21695602,15";"25398";"04.10.2016"
"1740";"21879775,15";"24467";"05.10.2016"
"1741";"19664540,43";"21381";"06.10.2016"
"1742";"18390003,26";"20243";"07.10.2016"
"1743";"13344849,65";"16063";"08.10.2016"
"1744";"5625120,84";"6728";"09.10.2016"
"1745";"22209195,16";"25028";"10.10.2016"
"1746";"19944490,06";"21655";"11.10.2016"
"1747";"19748419,22";"22295";"12.10.2016"
"1748";"19278427,84";"23895";"13.10.2016"
"1749";"25688647,82";"37245";"14.10.2016"
"1750";"29113602,38";"45805";"15.10.2016"
"1751";"12103011,98";"17772";"16.10.2016"
"1752";"56195401,42";"94502";"17.10.2016"
"1753";"61601151,05";"102857";"18.10.2016"
"1754";"64449804,1";"108122";"19.10.2016"
"1755";"62354407,56";"101634";"20.10.2016"
"1756";"61080117,18";"100101";"21.10.2016"
"1757";"48126491,37";"78232";"22.10.2016"
"1758";"14448014,48";"22353";"23.10.2016"
"1759";"66049774,13";"108439";"24.10.2016"
"1760";"57877398,86";"88719";"25.10.2016"
"1761";"49486354,73";"73692";"26.10.2016"
"1762";"44788494,71";"65955";"27.10.2016"
"1763";"40287368,12";"59220";"28.10.2016"
"1764";"38949021,75";"57851";"29.10.2016"
"1765";"12817052,75";"18516";"30.10.2016"
"1766";"53491339,3";"74881";"31.10.2016"
"1767";"29443430,69";"33413";"01.11.2016"
"1768";"23565587,37";"25281";"02.11.2016"
"1769";"20831520,27";"22374";"03.11.2016"
"1770";"5694239,34";"5882";"04.11.2016"
"1771";"11210816,47";"12381";"05.11.2016"
"1772";"5497178,57";"5852";"06.11.2016"
"1773";"23583686,27";"23493";"07.11.2016"
"1774";"18700808,84";"19345";"08.11.2016"
"1775";"21462765,47";"22466";"09.11.2016"
"1776";"19939360,4";"20885";"10.11.2016"
"1777";"20953749,47";"21951";"11.11.2016"
"1778";"17476854,75";"19432";"12.11.2016"
"1779";"6595187,24";"7307";"13.11.2016"
"1780";"23431871,45";"26225";"14.11.2016"
"1781";"27120602,03";"34089";"15.11.2016"
"1782";"36641083,49";"50546";"16.11.2016"
"1783";"52315894,17";"80115";"17.11.2016"
"1784";"62159022,03";"98449";"18.11.2016"
"1785";"58970802,84";"92306";"19.11.2016"
"1786";"23121359,16";"33378";"20.11.2016"
"1787";"77578055,57";"123916";"21.11.2016"
"1788";"73814245,59";"115939";"22.11.2016"
"1789";"70683920,42";"108599";"23.11.2016"
"1790";"61376694,59";"93692";"24.11.2016"
"1791";"61179949,39";"90577";"25.11.2016"
